0.68185	0.23781	80
0.69487	0.69735	80
0.69609	0.25282	80
0.70628	0.25982	80
0.71165	0.66956	80
0.71525	0.2693	80
0.71944	0.63924	80
0.72337	0.60894	80
0.73116	0.57862	80
0.73277	0.27382	80
0.73895	0.54705	80
0.7448	0.27431	80
0.757	0.52556	80
0.77311	0.26039	80
0.78787	0.51794	80
0.79097	0.2527	80
0.80397	0.25404	80
0.81354	0.53433	80
0.81383	0.48918	80
0.81498	0.47246	80
0.82093	0.5042	80
0.82149	0.44088	80
0.82698	0.53326	80
0.82928	0.41057	80
0.82964	0.27168	80
0.8362	0.51521	80
0.84241	0.3007	80
0.84477	0.38277	80
0.85262	0.33099	80
0.2682	0.66885	120
0.26832	0.6234	120
0.27482	0.59309	120
0.27584	0.69915	120
0.27966	0.71303	120
0.28133	0.56151	120
0.28986	0.74332	120
0.29043	0.5211	120
0.29822	0.49079	120
0.29881	0.76099	120
0.30858	0.46047	120
0.31629	0.7664	120
0.3228	0.43267	120
0.32836	0.76852	120
0.34214	0.4074	120
0.35922	0.76217	120
0.36405	0.3859	120
0.38724	0.36315	120
0.39009	0.7533	120
0.40915	0.34166	120
0.41969	0.74189	120
0.43106	0.3189	120
0.44928	0.72923	120
0.45168	0.29741	120
0.47743	0.27844	120
0.4776	0.71531	120
0.50703	0.26451	120
0.50719	0.70138	120
0.53662	0.25311	120
0.53806	0.69629	120
0.56621	0.2455	120
0.56891	0.69246	120
0.59579	0.23788	120
0.59977	0.68864	120
0.61861	0.23388	120
0.62153	0.68384	120
0.63063	0.68481	120
0.63491	0.63772	120
0.63723	0.61662	120
0.63798	0.23686	120
0.64201	0.65375	120
0.64401	0.67178	120
0.65016	0.58756	120
0.6553	0.24586	120
0.66309	0.55851	120
0.67058	0.25686	120
0.67473	0.52945	120
0.68075	0.26687	120
0.69093	0.27888	120
0.69151	0.50291	120
0.69847	0.29331	120
0.71726	0.48521	120
0.71769	0.31854	120
0.7279	0.34883	120
0.74068	0.37659	120
0.74685	0.4738	120
0.75289	0.38403	120
0.76186	0.4662	120
0.76634	0.39297	120
0.77389	0.45862	120
0.78334	0.44212	120
0.78545	0.41706	120
0.27779	0.65922	160
0.27786	0.63417	160
0.27995	0.61312	160
0.28285	0.67725	160
0.28641	0.58676	160
0.29095	0.69929	160
0.29291	0.55645	160
0.29942	0.52487	160
0.30416	0.71932	160
0.3085	0.49456	160
0.31886	0.46424	160
0.31943	0.73433	160
0.33435	0.43645	160
0.33486	0.74074	160
0.35241	0.41117	160
0.36571	0.73944	160
0.37432	0.38842	160
0.39623	0.36566	160
0.39657	0.73309	160
0.41943	0.3429	160
0.42616	0.72295	160
0.44133	0.32141	160
0.45448	0.7065	160
0.46581	0.29992	160
0.48024	0.68752	160
0.49284	0.28473	160
0.50727	0.67234	160
0.52244	0.2708	160
0.53686	0.66094	160
0.55203	0.26067	160
0.5639	0.64323	160
0.58161	0.25305	160
0.58196	0.61795	160
0.60259	0.59394	160
0.61041	0.24792	160
0.62321	0.57118	160
0.62876	0.2519	160
0.641	0.2559	160
0.64127	0.54464	160
0.65423	0.2649	160
0.65805	0.51811	160
0.66543	0.27691	160
0.67355	0.49031	160
0.6766	0.29393	160
0.68676	0.31296	160
0.69195	0.32993	160
0.69546	0.46756	160
0.6983	0.36023	160
0.70465	0.39179	160
0.71992	0.44985	160
0.72386	0.41702	160
0.29004	0.6572	200
0.29011	0.63014	200
0.29322	0.61009	200
0.29611	0.67924	200
0.29671	0.58043	200
0.30321	0.55012	200
0.30729	0.69526	200
0.31101	0.51855	200
0.3188	0.48823	200
0.32052	0.70727	200
0.33172	0.45918	200
0.33749	0.71801	200
0.34722	0.43138	200
0.35415	0.72226	200
0.36656	0.40737	200
0.36704	0.72176	200
0.38847	0.38335	200
0.39918	0.71793	200
0.41038	0.36059	200
0.42749	0.70527	200
0.43358	0.33784	200
0.45325	0.6863	200
0.45805	0.3176	200
0.47772	0.66733	200
0.4838	0.29989	200
0.50475	0.65088	200
0.51212	0.28471	200
0.53051	0.63317	200
0.54171	0.27331	200
0.55369	0.61294	200
0.5713	0.26569	200
0.57817	0.59018	200
0.59609	0.26197	200
0.60136	0.56995	200
0.61445	0.26395	200
0.62199	0.54719	200
0.62566	0.26694	200
0.63789	0.27294	200
0.64005	0.52066	200
0.65112	0.28395	200
0.65555	0.49286	200
0.66231	0.29997	200
0.67104	0.46506	200
0.67144	0.32	200
0.67444	0.34004	200
0.6754	0.36509	200
0.67926	0.45027	200
0.67942	0.38813	200
0.68242	0.41318	200
0.68543	0.43222	200
0.30946	0.64415	240
0.30955	0.61007	240
0.31212	0.58673	240
0.31734	0.55515	240
0.3196	0.66919	240
0.32513	0.52484	240
0.33292	0.49453	240
0.33793	0.68219	240
0.34328	0.46421	240
0.35683	0.69147	240
0.35878	0.43642	240
0.37463	0.69217	240
0.37812	0.41114	240
0.38768	0.69269	240
0.39875	0.38712	240
0.40933	0.68411	240
0.42066	0.36437	240
0.42262	0.67307	240
0.43693	0.66303	240
0.44513	0.34413	240
0.45849	0.64715	240
0.4696	0.32516	240
0.48681	0.63196	240
0.49664	0.30872	240
0.51385	0.61425	240
0.52495	0.29479	240
0.53832	0.59528	240
0.54298	0.28809	240
0.5542	0.28507	240
0.56407	0.57631	240
0.5685	0.28205	240
0.58726	0.55608	240
0.5889	0.28202	240
0.60788	0.53332	240
0.61133	0.287	240
0.62466	0.50679	240
0.62559	0.296	240
0.6388	0.31503	240
0.63887	0.47773	240
0.64691	0.33706	240
0.64771	0.42024	240
0.64795	0.44741	240
0.64882	0.38516	240
0.64889	0.36011	240
0.32584	0.62008	280
0.32591	0.59602	280
0.32596	0.57398	280
0.32888	0.56524	280
0.33293	0.64211	280
0.33539	0.53367	280
0.34189	0.50336	280
0.34819	0.65813	280
0.35225	0.47304	280
0.36518	0.44525	280
0.37164	0.66511	280
0.38324	0.41871	280
0.39204	0.66308	280
0.40258	0.39469	280
0.42065	0.64902	280
0.42578	0.37194	280
0.44109	0.63396	280
0.44897	0.35171	280
0.46867	0.61989	280
0.47472	0.334	280
0.49072	0.60923	280
0.50304	0.31881	280
0.51776	0.59278	280
0.53135	0.30615	280
0.54351	0.57507	280
0.54702	0.30111	280
0.56335	0.29809	280
0.56927	0.55484	280
0.57967	0.29907	280
0.59118	0.53208	280
0.60006	0.30505	280
0.60924	0.50681	280
0.61635	0.31806	280
0.62217	0.47775	280
0.62446	0.33709	280
0.62951	0.35713	280
0.62996	0.44744	280
0.63049	0.37416	280
0.63343	0.41926	280
0.63348	0.40122	280
0.34119	0.60402	320
0.34127	0.57095	320
0.34436	0.54249	320
0.35087	0.51218	320
0.35845	0.63507	320
0.35866	0.48061	320
0.3703	0.45155	320
0.38701	0.63904	320
0.38708	0.42502	320
0.40771	0.39974	320
0.41661	0.62998	320
0.42962	0.37698	320
0.44624	0.61591	320
0.45281	0.35801	320
0.47984	0.3403	320
0.48402	0.60083	320
0.50234	0.59027	320
0.50816	0.32764	320
0.52937	0.57383	320
0.53678	0.31716	320
0.55384	0.55486	320
0.56026	0.31112	320
0.57575	0.53463	320
0.58474	0.31409	320
0.59638	0.50935	320
0.60509	0.33211	320
0.60931	0.48029	320
0.61522	0.36116	320
0.6171	0.44998	320
0.61922	0.39122	320
0.62017	0.41827	320
0.36497	0.52858	360
0.3698	0.58494	360
0.37019	0.49701	360
0.37798	0.46669	360
0.39322	0.60095	360
0.39347	0.4389	360
0.41154	0.41236	360
0.42791	0.60091	360
0.43216	0.38961	360
0.45792	0.36937	360
0.46978	0.58482	360
0.48495	0.35419	360
0.50451	0.56774	360
0.5255	0.33922	360
0.52596	0.55669	360
0.56034	0.52833	360
0.56835	0.34017	360
0.57968	0.50432	360
0.59277	0.36419	360
0.59865	0.45738	360
0.60183	0.41228	360
0.3893	0.53882	400
0.3895	0.48309	400
0.39986	0.45278	400
0.40454	0.56586	400
0.41664	0.42624	400
0.42799	0.57184	400
0.43727	0.40223	400
0.45962	0.5688	400
0.46174	0.38326	400
0.48461	0.37134	400
0.49026	0.55673	400
0.50708	0.36129	400
0.51477	0.54468	400
0.53769	0.36125	400
0.54032	0.5266	400
0.5618	0.50453	400
0.5652	0.37425	400
0.57719	0.47144	400
0.57839	0.40229	400
0.58237	0.44037	400
0.41701	0.47565	800
0.42302	0.52074	800
0.43036	0.44357	800
0.43524	0.52774	800
0.44878	0.42049	800
0.45155	0.53473	800
0.46923	0.40243	800
0.47808	0.5327	800
0.49476	0.39338	800
0.50871	0.52163	800
0.52944	0.39433	800
0.54142	0.49654	800
0.55171	0.46245	800
0.55183	0.41635	800
0.44455	0.47862	1200
0.44767	0.45557	1200
0.4547	0.49865	1200
0.45587	0.43852	1200
0.47018	0.43049	1200
0.48018	0.50564	1200
0.48856	0.42144	1200
0.50367	0.49859	1200
0.50795	0.41942	1200
0.52207	0.48253	1200
0.52425	0.43042	1200
0.53132	0.45647	1200
